,RecipeId,new_ingredients
27978,357598.0,cheddar cheese
27979,357598.0,sour cream
27980,357716.0,chicken
27981,357716.0,carrot
27982,357716.0,celery
27983,357716.0,onion
27984,357716.0,garlic clove
27985,357716.0,peppercorns
27986,357716.0,beef bouillon cubes
27987,357716.0,lemon
27988,357716.0,salt
27989,357725.0,butter
27990,357725.0,risotto rice
27991,357725.0,white wine
27992,357725.0,chicken
27993,357725.0,spinach
27994,357725.0,peas
27995,357725.0,mushroom stems and pieces
27996,357725.0,parmesan cheese
27997,357725.0,heavy cream
27998,357725.0,milk
27999,357748.0,olive oil
28000,357748.0,kosher salt
28001,357748.0,fresh ground black pepper
28002,357748.0,chicken
28003,357748.0,red onion
28004,357748.0,fresh garlic
28005,357748.0,zucchini
28006,357748.0,button mushroom
28007,357748.0,chicken broth
28008,357748.0,white wine
28009,357802.0,boneless skinless chicken breasts
28010,357802.0,ground cinnamon
28011,357802.0,chicken
28012,357802.0,cheese slice
28013,357802.0,bacon
28014,357802.0,cilantro leaf
28015,357802.0,cheese
28016,357802.0,canned artichoke heart
28017,357802.0,salt
28018,357802.0,pepper
28019,357908.0,olive oil
28020,357908.0,onion
28021,357908.0,garlic cloves
28022,357908.0,chili powder
28023,357908.0,cumin
28024,357908.0,ground oregano
28025,357908.0,chicken broth
28026,357908.0,crushed tomatoes
28027,357908.0,tomato sauce
28028,357908.0,liquid smoke
28029,357908.0,lime juice
28030,357908.0,ground turkey
28031,357908.0,chicken
28032,357908.0,kidney beans
28033,357908.0,black beans
28034,357908.0,whole corn
28035,357919.0,chicken
28036,357919.0,cucumber
28037,357919.0,romaine lettuce
28038,357919.0,tomatoes
28039,357919.0,black pepper
28040,357919.0,dried basil
28041,357971.0,frozen corn
28042,357971.0,chicken broth
28043,357971.0,pinto beans
28044,357971.0,Rotel Tomatoes
28045,357971.0,chicken
28046,357971.0,long grain rice
28047,358060.0,chicken
28048,358060.0,onions
28049,358060.0,potatoes
28050,358060.0,bulb of garlic
28051,358060.0,ginger
28052,358060.0,chilies
28053,358060.0,salt
28054,358060.0,black pepper
28055,358060.0,light soy sauce
28056,358060.0,oyster sauce
28057,358060.0,curry leaf
28058,358060.0,canola oil
28059,358063.0,lean ground beef
28060,358063.0,sausage
28061,358063.0,turkey
28062,358063.0,chicken
28063,358063.0,onion
28064,358063.0,garlic cloves
28065,358063.0,oatmeal
28066,358063.0,eggs
28067,358063.0,Worcestershire sauce
28068,358063.0,ketchup
28069,358141.0,butter
28070,358141.0,chicken
28071,358141.0,potatoes
28072,358141.0,garlic heads
28073,358141.0,white wine
28074,358141.0,rosemary
28075,358141.0,bay leaves
28076,358141.0,lemon
28077,358453.0,chicken
28078,358453.0,olive oil
28079,358453.0,onion
28080,358453.0,red bell pepper
28081,358453.0,green bell pepper
28082,358453.0,sweet peppers
28083,358453.0,garlic cloves
28084,358453.0,cumin
28085,358453.0,nutmeg
28086,358453.0,sambal oelek
28087,358453.0,chicken broth
28088,358453.0,tomato sauce
28089,358453.0,water
28090,358453.0,chicken broth
28091,358453.0,guar gum
28092,358453.0,star anise
28093,358453.0,chili powder
28094,358453.0,cumin
28095,358453.0,nutmeg
28096,358453.0,garlic clove
28097,358453.0,cilantro
28098,358453.0,red wine vinegar
28099,358453.0,tortillas
28100,358453.0,Flour Tortilla Recipe
28101,358453.0,cheddar cheese
28102,358605.0,tortillas
28103,358605.0,purple onion
28104,358605.0,feta cheese
28105,358605.0,olive oil
28106,358605.0,chicken
28107,358605.0,fresh spinach leaves
28108,358690.0,shallots
28109,358690.0,garlic
28110,358690.0,butter
28111,358690.0,pancetta
28112,358690.0,streaky bacon
28113,358690.0,chicken
28114,358690.0,brandy
28115,358690.0,white wine
28116,358690.0,bouquet garni
28117,358690.0,heavy cream
28118,358690.0,parsley
28119,358724.0,olive oil
28120,358724.0,egg
28121,358724.0,corn tortillas
28122,358724.0,chicken
28123,358724.0,firm tofu
28124,358724.0,cottage cheese
28125,358724.0,pesto sauce
28126,358731.0,chicken broth
28127,358731.0,chicken bouillon cube
28128,358731.0,carrots
28129,358731.0,celery ribs
28130,358731.0,onions
28131,358731.0,olive oil
28132,358731.0,black pepper
28133,358731.0,chicken
28134,358731.0,pasta
28135,358897.0,chicken
28136,358897.0,pasta
28137,358897.0,green chilies
28138,358897.0,onion
28139,358897.0,garlic cloves
28140,358897.0,evaporated milk
28141,358897.0,sour cream
28142,358897.0,cumin
28143,358897.0,salt
28144,358897.0,pepper
28145,358897.0,monterey jack cheese
28146,358897.0,sharp cheddar cheese
28147,358901.0,barbecue sauce
28148,358901.0,brown sugar
28149,358901.0,lemon juice
28150,358901.0,chicken
28151,359002.0,chicken
28152,359002.0,beef
28153,359002.0,garlic cloves
28154,359002.0,ginger powder
28155,359002.0,mild curry paste
28156,359002.0,turmeric powder
28157,359002.0,coconut milk
28158,359002.0,water
28159,359002.0,yellow onion
28160,359002.0,red bell peppers
28161,359002.0,green bell pepper
28162,359002.0,potato
28163,359002.0,carrots
28164,359002.0,sugar
28165,359139.0,olive oil
28166,359139.0,garlic cloves
28167,359139.0,chicken
28168,359139.0,roma tomatoes
28169,359139.0,fresh sage
28170,359139.0,fresh rosemary
28171,359139.0,salt
28172,359139.0,black pepper
28173,359340.0,chicken
28174,359340.0,flour
28175,359340.0,chopped tomatoes
28176,359340.0,soy sauce
28177,359340.0,minced garlic clove
28178,359340.0,onion
28179,359340.0,black olives
28180,359340.0,cooked rice
28181,359389.0,chicken
28182,359389.0,onion
28183,359389.0,chili powder
28184,359389.0,flour tortillas
28185,359389.0,plain nonfat yogurt
28186,359389.0,green chili peppers
28187,359389.0,monterey jack cheese
28188,359389.0,1% low-fat milk
28189,359410.0,chicken
28190,359410.0,water
28191,359410.0,lemons
28192,359410.0,sugar
28193,359410.0,soy sauce
28194,359410.0,cornstarch
28195,359501.0,bell peppers
28196,359501.0,onion
28197,359501.0,garlic cloves
28198,359501.0,olive oil
28199,359501.0,hot chili powder
28200,359501.0,long grain rice
28201,359501.0,tomatoes and green chilies
28202,359501.0,chicken
28203,359501.0,beef broth
28204,359553.0,water
28205,359553.0,chicken
28206,359553.0,butter
28207,359553.0,powdered ginger
28208,359553.0,broccoli
28209,359553.0,carrot
28210,359553.0,toasted sesame seeds
28211,359619.0,light sour cream
28212,359619.0,black beans
28213,359619.0,chicken
28214,359619.0,cheddar cheese
28215,359619.0,salsa
28216,359619.0,parsley
28217,359619.0,cilantro
28218,359619.0,cumin
28219,359619.0,whole wheat tortillas
28220,359619.0,lettuce
28221,359619.0,tomatoes
28222,359619.0,light sour cream
28223,359619.0,salsa
28224,359937.0,water
28225,359937.0,onions
28226,359937.0,green tomatoes
28227,359937.0,onions
28228,359937.0,beef ribs
28229,359937.0,chicken
28230,359937.0,green bananas
28231,359937.0,yucca root
28232,359937.0,cumin
28233,359937.0,salt
28234,360042.0,chicken
28235,360042.0,salt
28236,360042.0,fresh ground black pepper
28237,360042.0,olive oil
28238,360042.0,onions
28239,360042.0,garlic
28240,360042.0,green pepper
28241,360042.0,smoked ham
28242,360042.0,tomatoes
28243,360042.0,pitted black olives
28244,360042.0,green olives
28245,360053.0,olive oil
28246,360053.0,onion
28247,360053.0,garlic
28248,360053.0,diced tomatoes
28249,360053.0,tomato sauce
28250,360053.0,chicken
28251,360053.0,vegetable broth
28252,360053.0,cheddar cheese
28253,360192.0,butter
28254,360192.0,all-purpose flour
28255,360192.0,chicken broth
28256,360192.0,vegetable broth
28257,360192.0,milk
28258,360192.0,celery
28259,360192.0,mushroom
28260,360192.0,chicken
28261,360222.0,chicken
28262,360222.0,onion
28263,360222.0,water
28264,360222.0,garlic powder
28265,360222.0,diced tomatoes
28266,360222.0,bacon bits
28267,360222.0,dried oregano
28268,360222.0,dried basil
28269,360222.0,red bell pepper
28270,360222.0,green bell pepper
28271,360222.0,cabbage
28272,360222.0,brown sugar
28273,360222.0,white beans
28274,360222.0,catsup
28275,360248.0,chicken
28276,360248.0,butter
28277,360248.0,yellow onion
28278,360248.0,salt
28279,360248.0,black pepper
28280,360301.0,limes
28281,360301.0,hot chili sauce
28282,360301.0,rice vinegar
28283,360301.0,garlic
28284,360301.0,sour cream
28285,360301.0,coconut milk
28286,360301.0,chicken
28287,360301.0,boneless beef top sirloin steak
28288,360301.0,green bell peppers
28289,360301.0,red bell peppers
28290,360301.0,onion
28291,360301.0,plum sauce
28292,360301.0,limes
28293,360301.0,garlic
28294,360301.0,rice vinegar
28295,360331.0,boneless skinless chicken thighs
28296,360331.0,leek
28297,360331.0,garlic
28298,360331.0,celery
28299,360331.0,carrots
28300,360331.0,mushroom
28301,360331.0,cilantro
28302,360331.0,chicken
28303,360331.0,paprika
28304,360331.0,dried oregano
28305,360331.0,dried basil
28306,360331.0,black pepper
28307,360331.0,flour
28308,360331.0,baking powder
28309,360331.0,salt
28310,360331.0,butter
28311,360331.0,milk
28312,360331.0,cilantro
28313,360331.0,cheese
28314,360370.0,chicken
28315,360370.0,salt
28316,360370.0,mushroom
28317,360370.0,butter
28318,360370.0,broccoli floret
28319,360370.0,green pepper
28320,360370.0,flour
28321,360370.0,milk
28322,360370.0,pepper
28323,360370.0,paprika
28324,360392.0,chicken
28325,360392.0,butter
28326,360392.0,leeks
28327,360392.0,celery ribs
28328,360392.0,carrots
28329,360392.0,onions
28330,360392.0,parsley sprigs
28331,360392.0,thyme
28332,360392.0,nutmeg
28333,360392.0,peppercorns
28334,360392.0,bay leaf
28335,360392.0,dry white wine
28336,360392.0,lemon
28337,360392.0,heavy cream
28338,360392.0,lemon slices
28339,360392.0,parsley
28340,360397.0,butter
28341,360397.0,mushrooms
28342,360397.0,flour
28343,360397.0,marsala wine
28344,360397.0,white wine
28345,360397.0,heavy cream
28346,360397.0,flat leaf parsley
28347,360397.0,long-grain rice
28348,360397.0,chicken
28349,360397.0,parmesan cheese
28350,360553.0,chicken
28351,360553.0,salt
28352,360553.0,pepper
28353,360683.0,olive oil
28354,360683.0,beef mince
28355,360683.0,fresh sage
28356,360683.0,fresh rosemary
28357,360683.0,garlic cloves
28358,360683.0,celery ribs
28359,360683.0,carrot
28360,360683.0,diced tomatoes
28361,360683.0,chicken
28362,360683.0,Worcestershire sauce
28363,360683.0,red wine
28364,360683.0,water
28365,360683.0,spaghetti
28366,360683.0,parmesan cheese
28367,360723.0,eggs
28368,360723.0,self-rising flour
28369,360723.0,chicken
28370,360781.0,diced tomatoes
28371,360781.0,tomato sauce
28372,360781.0,chicken
28373,360781.0,dried basil
28374,360781.0,dried thyme
28375,360781.0,dried oregano
28376,360781.0,garlic
28377,360781.0,black pepper
28378,360781.0,salt
28379,360781.0,mozzarella cheese
28380,360781.0,parmesan cheese
28381,360787.0,chicken
28382,360787.0,red bell pepper
28383,360787.0,orange bell pepper
28384,360787.0,celery
28385,360787.0,carrots
28386,360787.0,cheese
28387,360787.0,asparagus
28388,360787.0,sour cream
28389,360787.0,garlic powder
28390,360787.0,fresh ground pepper
28391,360787.0,pasta
28392,360826.0,chicken
28393,360826.0,red bell pepper
28394,360826.0,frozen corn
28395,360826.0,cumin
28396,360826.0,black beans
28397,360826.0,chili powder
28398,360826.0,cheddar cheese
28399,360826.0,fresh cilantro
28400,361041.0,hot water
28401,361041.0,dry pasta
28402,361041.0,salt
28403,361041.0,garlic cloves
28404,361041.0,garlic powder
28405,361041.0,tuna
28406,361041.0,chicken
28407,361041.0,broccoli
28408,361041.0,cornstarch
28409,361041.0,flour
28410,361041.0,milk
28411,361041.0,cheese
28412,361101.0,bacon
28413,361101.0,flour
28414,361101.0,salt
28415,361101.0,pepper
28416,361101.0,cayenne
28417,361101.0,chicken
28418,361101.0,onions
28419,361101.0,tomatoes
28420,361101.0,bell pepper
28421,361101.0,dried leaf thyme
28422,361101.0,lima beans
28423,361101.0,corn kernels
28424,361101.0,okra
28425,361101.0,parsley
28426,361101.0,Worcestershire sauce
28427,361239.0,chicken
28428,361239.0,zucchini
28429,361239.0,onion
28430,361239.0,tomato paste
28431,361239.0,garlic cloves
28432,361239.0,sugar
28433,361239.0,crushed red pepper flakes
28434,361239.0,salt
28435,361285.0,garlic
28436,361285.0,onion
28437,361285.0,olive oil
28438,361285.0,chicken
28439,361285.0,cherry tomatoes
28440,361285.0,penne pasta
28441,361285.0,peas
28442,361285.0,pecorino romano cheese
28443,361405.0,onion
28444,361405.0,celery
28445,361405.0,water chestnuts
28446,361405.0,black olives
28447,361405.0,cucumber
28448,361405.0,cheddar cheese
28449,361405.0,mayonnaise
28450,361405.0,chicken
28451,361405.0,ham
28452,361469.0,spaghetti
28453,361469.0,onions
28454,361469.0,margarine
28455,361469.0,green pepper
28456,361469.0,chicken
28457,361469.0,colby-monterey jack cheese
28458,361469.0,milk
28459,361490.0,cream cheese
28460,361490.0,chicken
28461,361490.0,cheddar cheese
28462,361490.0,diced tomatoes with green chilies
28463,361490.0,green onions
28464,361490.0,garlic
28465,361490.0,cilantro
28466,361665.0,chicken
28467,361665.0,cooked white rice
28468,361665.0,water
28469,361665.0,sugar
28470,361665.0,salt
28471,361665.0,ginger
28472,361665.0,white pepper
28473,361673.0,chicken
28474,361673.0,butter
28475,361673.0,onions
28476,361673.0,flour
28477,361673.0,beer
28478,361673.0,chicken bouillon
28479,361673.0,boiling water
28480,361673.0,fresh parsley
28481,361673.0,fresh chives
28482,361683.0,chicken
28483,361683.0,salt
28484,361683.0,pepper
28485,361683.0,olive oil
28486,361683.0,onion
28487,361683.0,red bell pepper
28488,361683.0,saffron
28489,361683.0,red pepper flakes
28490,361683.0,garlic cloves
28491,361683.0,dry sherry
28492,361683.0,chicken broth
28493,361683.0,diced tomatoes in tomato puree
28494,361683.0,medium grain rice
28495,361683.0,green olives
28496,361683.0,fresh flat-leaf parsley
28497,361789.0,farfalle pasta
28498,361789.0,olive oil
28499,361789.0,canned chick-peas
28500,361789.0,chickpeas
28501,361789.0,arugula
28502,361789.0,feta
28503,361789.0,extra virgin olive oil
28504,361789.0,fresh lemon juice
28505,361789.0,artichoke hearts
28506,361789.0,parmesan cheese
28507,361789.0,extra virgin olive oil
28508,361789.0,tuna
28509,361789.0,kalamata olive
28510,361789.0,red onions
28511,361789.0,extra virgin olive oil
28512,361789.0,red wine vinegar
28513,361789.0,carrot
28514,361789.0,English cucumber
28515,361789.0,canola oil
28516,361789.0,roasted peanuts
28517,361789.0,low sodium soy sauce
28518,361789.0,rice vinegar
28519,361789.0,chicken
28520,361789.0,pesto sauce
28521,362004.0,chicken
28522,362004.0,green pepper
28523,362004.0,onion
28524,362004.0,alfredo sauce
28525,362004.0,milk
28526,362004.0,zucchini
28527,362004.0,mushroom
28528,362004.0,spinach
28529,362004.0,mozzarella cheese
28530,362004.0,parmesan cheese
28531,362191.0,chicken
28532,362191.0,honey
28533,362191.0,sherry wine
28534,362191.0,soy sauce
28535,362191.0,hoisin sauce
28536,362222.0,chicken broth
28537,362222.0,chicken
28538,362222.0,long-grain rice
28539,362222.0,onion
28540,362222.0,parsley
28541,362222.0,garlic cloves
28542,362222.0,red bell pepper
28543,362222.0,poultry seasoning
28544,362239.0,chicken
28545,362239.0,onion
28546,362239.0,chicken broth
28547,362239.0,tomatoes
28548,362239.0,French style green beans
28549,362239.0,parmesan cheese
28550,362316.0,chicken
28551,362316.0,bacon fat
28552,362316.0,salt
28553,362316.0,fresh ground pepper
28554,362316.0,cayenne pepper
28555,362316.0,ham
28556,362316.0,green pepper
28557,362316.0,celery
28558,362316.0,onion
28559,362316.0,garlic cloves
28560,362316.0,chicken broth
28561,362316.0,parsley
28562,362316.0,bay leaf
28563,362316.0,thyme
28564,362316.0,tomatoes
28565,362316.0,rice
28566,362356.0,sour cream
28567,362356.0,mushroom
28568,362356.0,chicken
28569,362421.0,chicken
28570,362421.0,shell pasta
28571,362421.0,water chestnuts
28572,362421.0,apple
28573,362421.0,purple seedless grapes
28574,362421.0,purple onion
28575,362421.0,green bell pepper
28576,362421.0,cashews
28577,362421.0,Miracle Whip
28578,362443.0,butter
28579,362443.0,garlic
28580,362443.0,white wine worcestershire sauce
28581,362443.0,olive oil
28582,362443.0,salt
28583,362443.0,pepper
28584,362443.0,garlic powder
28585,362443.0,cayenne
28586,362443.0,green chilies
28587,362443.0,cumin
28588,362443.0,chili powder
28589,362443.0,"limes, juice of"
28590,362443.0,onions
28591,362443.0,fresh cilantro
28592,362443.0,honey
28593,362443.0,chicken
28594,362443.0,corn
28595,362443.0,red bell peppers
28596,362443.0,green bell peppers
28597,362443.0,orange bell peppers
28598,362443.0,sweet onions
28599,362443.0,cherry tomatoes
28600,362468.0,chicken
28601,362468.0,red onion
28602,362468.0,green bell pepper
28603,362468.0,red bell pepper
28604,362468.0,mushroom
28605,362468.0,yogurt
28606,362545.0,pork
28607,362545.0,sausage
28608,362545.0,chicken
28609,362545.0,onion
28610,362545.0,bell pepper
28611,362545.0,celery
28612,362545.0,green onion
28613,362545.0,garlic
28614,362545.0,rice
28615,362545.0,broth
28616,362545.0,Kitchen Bouquet
28617,362552.0,flour
28618,362552.0,low-fat milk
28619,362552.0,fat-free evaporated milk
28620,362552.0,pepper
28621,362552.0,cayenne pepper
28622,362552.0,garlic cloves
28623,362552.0,chicken
28624,362552.0,peas
28625,362615.0,chicken
28626,362615.0,pepper
28627,362615.0,salt
28628,362615.0,sugar
28629,362639.0,garlic cloves
28630,362639.0,olive oil
28631,362639.0,tomatoes
28632,362639.0,crushed red pepper flakes
28633,362639.0,chicken
28634,362639.0,vegetable broth
28635,362639.0,escarole
28636,362639.0,canned chick-peas
28637,362639.0,fontina
28638,362639.0,provolone cheese
28639,362648.0,olive oil
28640,362648.0,bacon
28641,362648.0,garlic cloves
28642,362648.0,crushed red pepper flakes
28643,362648.0,swiss chard
28644,362648.0,chicken
28645,362648.0,kosher salt
28646,362657.0,olive oil
28647,362657.0,fresh lime juice
28648,362657.0,chili powder
28649,362657.0,kosher salt
28650,362657.0,ground pepper
28651,362657.0,chipotle chile
28652,362657.0,adobo sauce
28653,362657.0,chicken
28654,362707.0,chicken
28655,362707.0,evaporated milk
28656,362707.0,onion
28657,362707.0,white rice
28658,362707.0,water
28659,362707.0,garlic cloves
28660,362731.0,chili powder
28661,362731.0,chili powder
28662,362731.0,dried oregano
28663,362731.0,whole cumin seed
28664,362731.0,salt
28665,362731.0,canola oil
28666,362731.0,yellow onion
28667,362731.0,minced garlic clove
28668,362731.0,bell pepper
28669,362731.0,tomatoes and green chilies
28670,362731.0,ripe olives
28671,362731.0,pinto beans
28672,362731.0,black beans
28673,362731.0,sweet whole kernel corn
28674,362731.0,chicken
28675,362731.0,cheddar cheese
28676,362731.0,mild green chilies
28677,362731.0,egg
28678,362731.0,milk
28679,362801.0,chicken
28680,362801.0,raw rice
28681,362801.0,dry white wine
28682,362801.0,water
28683,362843.0,water
28684,362843.0,chicken broth
28685,362843.0,chicken
28686,362884.0,chicken
28687,362884.0,onion
28688,362884.0,ginger paste
28689,362884.0,garlic paste
28690,362884.0,tomatoes
28691,362884.0,garam masala
28692,362884.0,bay leaves
28693,362884.0,turmeric
28694,362884.0,chili powder
28695,362884.0,dried fenugreek leaves
28696,362884.0,butter
28697,362884.0,butter
28698,362884.0,plain yogurt
28699,362884.0,lemon juice
28700,362884.0,green chili
28701,362884.0,cilantro
28702,362884.0,salt
28703,362909.0,coconut milk
28704,362909.0,water
28705,362909.0,pandan leaves
28706,362909.0,gingerroot
28707,362909.0,salt
28708,362909.0,chicken
28709,362909.0,water
28710,362909.0,onions
28711,362909.0,garlic
28712,362909.0,gingerroot
28713,362909.0,salt
28714,362982.0,coconut milk
28715,362982.0,pandan leaves
28716,362982.0,ginger
28717,362982.0,salt
28718,362982.0,chicken
28719,362982.0,water
28720,362982.0,onions
28721,362982.0,garlic
28722,362982.0,ginger
28723,362982.0,salt
28724,362986.0,chicken
28725,362986.0,salt
28726,362986.0,bell peppers
28727,362986.0,tomatoes
28728,362986.0,zucchini
28729,362986.0,broccoli floret
28730,362986.0,cauliflower floret
28731,362986.0,onion
28732,362986.0,cucumbers
28733,362986.0,potatoes
28734,362986.0,garlic cloves
28735,362986.0,rosemary
28736,362986.0,lemon
28737,362986.0,olive oil
28738,362986.0,lemon juice
28739,362986.0,honey
28740,362986.0,Dijon mustard
28741,362986.0,coarse black pepper
28742,363103.0,chicken broth
28743,363103.0,lentils
28744,363103.0,brown rice
28745,363103.0,onion
28746,363103.0,garlic cloves
28747,363103.0,chicken
28748,363103.0,diced tomatoes
28749,363113.0,penne pasta
28750,363113.0,chicken
28751,363113.0,pesto sauce
28752,363113.0,butter
28753,363113.0,flour
28754,363113.0,chicken bouillon cube
28755,363113.0,salt
28756,363113.0,pepper
28757,363113.0,lemon juice
28758,363113.0,parmesan cheese
28759,363197.0,chicken
28760,363197.0,butter
28761,363197.0,shallots
28762,363197.0,garlic
28763,363197.0,marsala wine
28764,363197.0,flour
28765,363198.0,chicken
28766,363198.0,ginger
28767,363198.0,garlic cloves
28768,363198.0,sherry wine
28769,363198.0,water
28770,363198.0,brown sugar
28771,363198.0,soy sauce
28772,363239.0,cooked rice
28773,363239.0,milk
28774,363239.0,chicken
28775,363239.0,onion
28776,363239.0,celery
28777,363239.0,bell pepper
28778,363251.0,frozen broccoli
28779,363251.0,chicken
28780,363251.0,mayonnaise
28781,363251.0,butter
28782,363251.0,garlic
28783,363251.0,onion
28784,363251.0,cheddar cheese
28785,363270.0,broccoli
28786,363270.0,milk
28787,363270.0,garlic powder
28788,363270.0,chicken
28789,363270.0,cheese
28790,363270.0,white rice
28791,363297.0,tarragon
28792,363297.0,onions
28793,363297.0,carrots
28794,363297.0,celery
28795,363297.0,fennel
28796,363297.0,olive oil
28797,363297.0,bulb of garlic
28798,363297.0,chicken
28799,363297.0,lemon
28800,363297.0,Dijon mustard
28801,363297.0,red wine
28802,363453.0,olive oil
28803,363453.0,distilled white vinegar
28804,363453.0,lime juice
28805,363453.0,molasses
28806,363453.0,soy sauce
28807,363453.0,cilantro
28808,363453.0,green onions
28809,363453.0,garlic cloves
28810,363453.0,scotch bonnet pepper
28811,363453.0,bay leaves
28812,363453.0,peppercorns
28813,363453.0,cinnamon stick
28814,363453.0,ground sage
28815,363453.0,ground allspice
28816,363453.0,fresh ground black pepper
28817,363453.0,ground nutmeg
28818,363453.0,chicken
28819,363465.0,chicken
28820,363465.0,chicken breasts
28821,363465.0,Madras curry powder
28822,363465.0,olive oil
28823,363513.0,chicken
28824,363513.0,olive oil
28825,363513.0,chicken broth
28826,363513.0,salt
28827,363513.0,pepper
28828,363513.0,basil
28829,363582.0,angel hair pasta
28830,363582.0,chicken
28831,363582.0,extra virgin olive oil
28832,363582.0,butter
28833,363582.0,margarine
28834,363582.0,lemon juice
28835,363582.0,fresh parsley
28836,363582.0,dried parsley
28837,363582.0,marjoram
28838,363582.0,garlic powder
28839,363582.0,salt
28840,363582.0,fresh ground white pepper
28841,363582.0,crushed red pepper flakes
28842,363582.0,cheese
28843,363920.0,onion
28844,363920.0,garlic cloves
28845,363920.0,olive oil
28846,363920.0,Velveeta cheese
28847,363920.0,milk
28848,363920.0,broccoli florets
28849,363920.0,chicken
28850,363920.0,red pepper flakes
28851,363920.0,sharp cheddar cheese
28852,363958.0,chicken
28853,363958.0,garlic cloves
28854,363958.0,lemon
28855,363958.0,black pepper
28856,363958.0,seasoning salt
28857,363958.0,olive oil
28858,363958.0,paprika
28859,363959.0,olive oil
28860,363959.0,yellow onion
28861,363959.0,tomatoes
28862,363959.0,garlic cloves
28863,363959.0,chipotle chile in adobo
28864,363959.0,chicken
28865,363959.0,sour cream
28866,363959.0,yogurt
28867,363959.0,parsley
28868,363985.0,boneless skinless chicken breast
28869,363985.0,garlic cloves
28870,363985.0,chicken broth
28871,363985.0,chicken
28872,364111.0,chicken broth
28873,364111.0,long grain white rice
28874,364111.0,carrot
28875,364111.0,celery
28876,364111.0,chicken
28877,364191.0,poblano chiles
28878,364191.0,tomatoes
28879,364191.0,garlic clove
28880,364191.0,dried oregano
28881,364191.0,ground cumin
28882,364191.0,ground cinnamon
28883,364191.0,kosher salt
28884,364191.0,olive oil
28885,364191.0,chicken
28886,364191.0,rice
28887,364191.0,white cheddar cheese
28888,364191.0,cilantro
28889,364191.0,lime juice
28890,364302.0,diced tomatoes
28891,364302.0,onion
28892,364302.0,chicken
28893,364302.0,corn tortillas
28894,364302.0,canola oil
28895,364302.0,olive oil flavored cooking spray
28896,364302.0,avocado
28897,364302.0,salsa
28898,364302.0,reduced-fat sour cream
28899,364302.0,fresh cilantro
28900,364302.0,romaine lettuce
28901,364302.0,monterey jack cheese
28902,364369.0,chicken
28903,364369.0,broccoli floret
28904,364369.0,Stove Top stuffing mix
28905,364369.0,garlic powder
28906,364369.0,olive oil
28907,364405.0,canola oil
28908,364405.0,onion
28909,364405.0,garlic cloves
28910,364405.0,ground cumin
28911,364405.0,chili powder
28912,364405.0,tomatoes and green chilies
28913,364405.0,lime juice
28914,364405.0,chicken
28915,364405.0,pinto beans
28916,364405.0,flour tortillas
28917,364405.0,monterey jack cheese
28918,364405.0,green cabbage
28919,364416.0,tomatoes
28920,364416.0,butter
28921,364416.0,all-purpose flour
28922,364416.0,milk
28923,364416.0,chicken
28924,364416.0,celery
28925,364416.0,green onion
28926,364416.0,cheddar cheese
28927,364416.0,seasoning salt
28928,364416.0,pepper
28929,364648.0,chicken
28930,364648.0,celery
28931,364648.0,water chestnut
28932,364648.0,onion
28933,364648.0,lemon
28934,364648.0,cheese
28935,364661.0,chicken
28936,364661.0,salt
28937,364661.0,pepper
28938,364661.0,bacon
28939,364661.0,butter
28940,364661.0,olive oil
28941,364661.0,onions
28942,364661.0,cognac
28943,364661.0,wine
28944,364661.0,mushrooms
28945,364661.0,butter
28946,364661.0,butter
28947,364661.0,flour
28948,364661.0,bay leaf
28949,364661.0,thyme
28950,364661.0,fresh parsley leaves
28951,364661.0,rosemary
28952,364661.0,clove
28953,364661.0,garlic cloves
28954,364726.0,paprika
28955,364726.0,ground cumin
28956,364726.0,fine sea salt
28957,364726.0,ground black pepper
28958,364726.0,garlic cloves
28959,364726.0,white wine vinegar
28960,364726.0,canola oil
28961,364726.0,bell peppers
28962,364726.0,chicken
28963,364726.0,lemon
28964,364739.0,chicken
28965,364739.0,cream cheese
28966,364739.0,mozzarella cheese
28967,364739.0,carrots
28968,364739.0,celery
28969,364739.0,green onion
28970,364766.0,chicken
28971,364766.0,fresh coriander
28972,364766.0,garlic cloves
28973,364766.0,ginger paste
28974,364766.0,fish sauce
28975,364766.0,soy sauce
28976,364766.0,oyster sauce
28977,364766.0,sugar
28978,364766.0,water
28979,364766.0,lime
28980,364793.0,corn tortillas
28981,364793.0,chicken
28982,364793.0,roasted tomato salsa
28983,364793.0,asiago cheese
28984,364793.0,fresh basil
28985,364867.0,chicken
28986,364867.0,lemon juice
28987,364867.0,salt
28988,364867.0,black pepper
28989,364867.0,thyme
28990,364867.0,garlic powder
28991,364867.0,white wine
28992,364867.0,butter
28993,364904.0,chicken
28994,364904.0,salsa
28995,364904.0,tortillas
28996,364904.0,heavy whipping cream
28997,364904.0,black olives
28998,364904.0,sour cream
28999,364926.0,pancetta
29000,364926.0,bacon
29001,364926.0,butter
29002,364926.0,garlic
29003,364926.0,sun-dried tomato
29004,364926.0,heavy cream
29005,364926.0,milk
29006,364926.0,cornstarch
29007,364926.0,parmesan cheese
29008,364926.0,smoked gouda cheese
29009,364926.0,salt
29010,364926.0,fresh rosemary
29011,364926.0,artichokes
29012,364926.0,pepper
29013,364926.0,mushroom
29014,364926.0,pasta
29015,364926.0,chicken
29016,364926.0,skinless chicken breasts
29017,364926.0,flour
29018,364926.0,salt
29019,364926.0,pepper
29020,364926.0,olive oil
29021,364926.0,white wine
